acc,loss,val_acc,val_loss
0.043190568,4.366028907,0.073818109,4.245771191
0.088827398,3.918562112,0.079315235,4.062335019
0.115335258,3.732790863,0.113857374,3.812548939
0.13614854,3.610698259,0.16339141,3.404903604
0.154836381,3.512772546,0.169469206,3.405434603
0.165423484,3.440887315,0.167645867,3.476022569
0.179238851,3.375257125,0.183853323,3.350379679
0.184953481,3.318026684,0.194692058,3.296440524
0.194898941,3.262722022,0.186385737,3.309924926
0.202504006,3.229218335,0.222548622,3.101853375
0.208333333,3.183248232,0.235818476,3.018897625
0.219491186,3.138673356,0.217888979,3.182628215
0.226437058,3.109871413,0.233083468,3.019197911
0.230830927,3.065353996,0.250506483,2.921583277
0.239172281,3.027876864,0.262864668,2.887976271
0.244525987,3.000548197,0.1964141,3.460075155
0.249578922,2.968834592,0.249797407,3.008456023
0.256556785,2.939008962,0.265802269,2.872123677
0.262191209,2.903508678,0.295988655,2.678160113
0.267404556,2.884342326,0.304902755,2.691341913
0.27350016,2.854415832,0.278666937,2.826670651
0.278633301,2.825065714,0.271373582,2.87057125
0.281360282,2.808644914,0.308650729,2.675715611
0.28268367,2.789025119,0.307840357,2.654725935
0.289400866,2.763623141,0.31219611,2.631865915
0.295536574,2.745258292,0.330429498,2.525787399
0.297762271,2.722941391,0.321515397,2.583491825
0.305128205,2.703766194,0.325465964,2.587692772
0.304110469,2.687566981,0.319793355,2.574520688
0.310755534,2.672924069,0.338735818,2.46674887
0.312961181,2.656668183,0.340964344,2.489168681
0.317292268,2.632913275,0.337115073,2.457272519
0.318214629,2.619284335,0.360210697,2.411521472
0.319297401,2.610557624,0.374189627,2.338422386
0.325974495,2.584673385,0.364161264,2.345983726
0.326696343,2.572132162,0.34673825,2.467754266
0.330907122,2.557957948,0.359299028,2.355199929
0.335378569,2.541212581,0.350688817,2.428219794
0.337684472,2.527204954,0.383711507,2.266459751
0.341233558,2.50450139,0.363452188,2.430292181
0.344020693,2.502660272,0.399311183,2.214820292
0.345865415,2.491329227,0.385940032,2.270901513
0.349895733,2.472900963,0.374797407,2.282599698
0.352582611,2.455775848,0.402653971,2.185392574
0.353364613,2.448868387,0.406908428,2.185656044
0.356973853,2.437287263,0.396474878,2.237671699
0.357334777,2.417969672,0.397589141,2.187582969
0.361425249,2.405602677,0.405186386,2.200475816
0.366799005,2.393545628,0.388269854,2.232412832
0.367801572,2.380226564,0.415923825,2.100011401
0.371009785,2.371037859,0.425952188,2.111715901
0.375120308,2.35525515,0.413290113,2.135228582
0.377483974,2.342483532,0.417544571,2.1013523
0.377508831,2.331215879,0.424331442,2.080205099
0.376423645,2.334599531,0.434157212,2.052545446
0.381770833,2.323123505,0.42797812,2.057695038
0.386380058,2.293059784,0.451985413,1.957435617
0.386197917,2.292684521,0.415822528,2.116634701
0.38798571,2.277146326,0.430510535,2.04906296
0.391482194,2.26938059,0.458468395,1.94158637
0.390599936,2.258105866,0.449756888,1.985963356
0.39533205,2.237561262,0.438512966,2.022255378
0.39473051,2.249300899,0.436689627,2.042808559
0.399181906,2.225028594,0.443780389,1.976477979
0.406260026,2.206273727,0.444793355,2.005699242
0.405488782,2.203414736,0.447224473,1.964855382
0.406330283,2.198963051,0.467382496,1.902224101
0.405798845,2.192157781,0.46576175,1.91005697
0.412315528,2.161027095,0.459683955,1.937263417
0.414821944,2.161161042,0.484805511,1.82147125
0.415884665,2.149342165,0.490376823,1.826159597
0.415603946,2.14300627,0.460696921,1.931217679
0.420837344,2.123483219,0.477309562,1.830650177
0.420837344,2.126707819,0.473865478,1.843865346
0.42183991,2.124820963,0.496758509,1.781782347
0.425850176,2.099731712,0.477917342,1.828588896
0.429920597,2.089775963,0.42797812,2.127997599
0.42831649,2.096469414,0.478829011,1.833856103
0.431103625,2.074355743,0.481867909,1.871417968
0.431564806,2.080399685,0.485076122,1.820145494
0.434151428,2.064539071,0.510940032,1.728594669
0.43990616,2.052163429,0.499290924,1.756188
0.440244391,2.042114144,0.519246353,1.698928091
0.437058446,2.042718463,0.497872771,1.751080426
0.444197145,2.027033429,0.469003241,1.862379007
